"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"540";"Игорь";"43";"62366786";"2015";"июнь";
"541";"Артемий";"41";"62366787";"2015";"июнь";
"542";"Елисей";"40";"62366788";"2015";"июнь";
"543";"Вячеслав";"37";"62366789";"2015";"июнь";
"544";"Мирон";"37";"62366790";"2015";"июнь";
"545";"Платон";"35";"62366791";"2015";"июнь";
"546";"Пётр";"33";"62366792";"2015";"июнь";
"547";"Леонид";"33";"62366793";"2015";"июнь";
"548";"Олег";"32";"62366794";"2015";"июнь";
"549";"Амир";"31";"62366795";"2015";"июнь";
"550";"Святослав";"30";"62366796";"2015";"июнь";
"551";"Юрий";"29";"62366797";"2015";"июнь";
"552";"Всеволод";"29";"62366798";"2015";"июнь";
"553";"Антон";"29";"62366799";"2015";"июнь";
"554";"Виктор";"29";"62366800";"2015";"июнь";
"555";"Захар";"28";"62366801";"2015";"июнь";
"556";"Артур";"28";"62366802";"2015";"июнь";
"557";"Умар";"25";"62366803";"2015";"июнь";
"558";"Богдан";"24";"62366804";"2015";"июнь";
"559";"Савелий";"23";"62366805";"2015";"июнь";
"560";"Али";"23";"62366806";"2015";"июнь";
"561";"Демид";"23";"62366807";"2015";"июнь";
"562";"Вадим";"22";"62366808";"2015";"июнь";
"563";"Василий";"21";"62366809";"2015";"июнь";
"564";"Артем";"20";"62366810";"2015";"июнь";
"565";"Адам";"20";"62366811";"2015";"июнь";
"566";"Филипп";"20";"62366812";"2015";"июнь";
"567";"Гордей";"19";"62366813";"2015";"июнь";
"568";"Дамир";"19";"62366814";"2015";"июнь";
"569";"Станислав";"18";"62366815";"2015";"июнь";
"570";"Мухаммад";"18";"62366816";"2015";"июнь";
"571";"Борис";"17";"62366817";"2015";"июнь";
"572";"Герман";"17";"62366818";"2015";"июнь";
"573";"Лука";"17";"62366819";"2015";"июнь";
"574";"Мирослав";"16";"62366820";"2015";"июнь";
"575";"Роберт";"16";"62366821";"2015";"июнь";
"576";"Данил";"16";"62366822";"2015";"июнь";
"577";"Тихон";"15";"62366823";"2015";"июнь";
"578";"Даниэль";"14";"62366824";"2015";"июнь";
"579";"Савва";"13";"62366825";"2015";"июнь";
"580";"Виталий";"12";"62366826";"2015";"июнь";
"581";"Альберт";"12";"62366827";"2015";"июнь";
"582";"Валерий";"12";"62366828";"2015";"июнь";
"583";"Ян";"11";"62366829";"2015";"июнь";
"584";"Ибрагим";"11";"62366830";"2015";"июнь";
"585";"Серафим";"11";"62366831";"2015";"июнь";
"586";"Федор";"10";"62366832";"2015";"июнь";
"587";"Демьян";"10";"62366833";"2015";"июнь";
"588";"Яков";"10";"62366834";"2015";"июнь";
"589";"Анатолий";"10";"62366835";"2015";"июнь";
"590";"Петр";"9";"62366836";"2015";"июнь";
"591";"Эрик";"9";"62366837";"2015";"июнь";
"592";"Шамиль";"9";"62366838";"2015";"июнь";
"593";"Саид";"8";"62366839";"2015";"июнь";
"594";"Ислам";"8";"62366840";"2015";"июнь";
"595";"Родион";"8";"62366841";"2015";"июнь";
"596";"Эмир";"8";"62366842";"2015";"июнь";
"597";"Игнат";"8";"62366843";"2015";"июнь";
"598";"Ростислав";"8";"62366844";"2015";"июнь";
"599";"Самир";"8";"62366845";"2015";"июнь";
"600";"Арсен";"8";"62366846";"2015";"июнь";
"601";"Александр";"303";"62366847";"2015";"июль";
"602";"Максим";"298";"62366848";"2015";"июль";
"603";"Михаил";"256";"62366849";"2015";"июль";
"604";"Иван";"255";"62366850";"2015";"июль";
"605";"Артём";"244";"62366851";"2015";"июль";
"606";"Дмитрий";"216";"62366852";"2015";"июль";
"607";"Тимофей";"176";"62366853";"2015";"июль";
"608";"Даниил";"174";"62366854";"2015";"июль";
"609";"Кирилл";"171";"62366855";"2015";"июль";
"610";"Андрей";"169";"62366856";"2015";"июль";
"611";"Илья";"146";"62366857";"2015";"июль";
"612";"Никита";"143";"62366858";"2015";"июль";
"613";"Егор";"141";"62366859";"2015";"июль";
"614";"Матвей";"128";"62366860";"2015";"июль";
"615";"Алексей";"118";"62366861";"2015";"июль";
"616";"Роман";"112";"62366862";"2015";"июль";
"617";"Владимир";"112";"62366863";"2015";"июль";
"618";"Ярослав";"110";"62366864";"2015";"июль";
"619";"Марк";"107";"62366865";"2015";"июль";
"620";"Глеб";"100";"62366866";"2015";"июль";
"621";"Фёдор";"100";"62366867";"2015";"июль";
"622";"Сергей";"100";"62366868";"2015";"июль";
"623";"Владислав";"82";"62366869";"2015";"июль";
"624";"Георгий";"81";"62366870";"2015";"июль";
"625";"Павел";"79";"62366871";"2015";"июль";
"626";"Степан";"77";"62366872";"2015";"июль";
"627";"Николай";"74";"62366873";"2015";"июль";
"628";"Константин";"73";"62366874";"2015";"июль";
"629";"Лев";"68";"62366875";"2015";"июль";
"630";"Тимур";"66";"62366876";"2015";"июль";
"631";"Арсений";"56";"62366877";"2015";"июль";
"632";"Макар";"54";"62366878";"2015";"июль";
"633";"Давид";"53";"62366879";"2015";"июль";
"634";"Семён";"52";"62366880";"2015";"июль";
"635";"Григорий";"51";"62366881";"2015";"июль";
"636";"Виктор";"49";"62366882";"2015";"июль";
"637";"Денис";"48";"62366883";"2015";"июль";
"638";"Пётр";"47";"62366884";"2015";"июль";
"639";"Игорь";"45";"62366885";"2015";"июль";
"640";"Артемий";"44";"62366886";"2015";"июль";
"641";"Мирон";"43";"62366887";"2015";"июль";
"642";"Данила";"42";"62366888";"2015";"июль";
"643";"Евгений";"41";"62366889";"2015";"июль";
"644";"Руслан";"38";"62366890";"2015";"июль";
"645";"Платон";"37";"62366891";"2015";"июль";
"646";"Антон";"36";"62366892";"2015";"июль";
"647";"Вячеслав";"36";"62366893";"2015";"июль";
"648";"Леонид";"36";"62366894";"2015";"июль";
"649";"Амир";"36";"62366895";"2015";"июль";
"650";"Олег";"31";"62366896";"2015";"июль";
"651";"Захар";"30";"62366897";"2015";"июль";
"652";"Юрий";"30";"62366898";"2015";"июль";
"653";"Елисей";"30";"62366899";"2015";"июль";
"654";"Рамазан";"30";"62366901";"2015";"июль";
"655";"Тихон";"26";"62366902";"2015";"июль";
"656";"Вадим";"26";"62366903";"2015";"июль";
"657";"Дамир";"26";"62366904";"2015";"июль";
"658";"Василий";"25";"62366905";"2015";"июль";
"659";"Всеволод";"25";"62366906";"2015";"июль";
"660";"Богдан";"24";"62366907";"2015";"июль";
"661";"Герман";"24";"62366908";"2015";"июль";
"662";"Савелий";"24";"62366909";"2015";"июль";
"663";"Филипп";"23";"62366910";"2015";"июль";
"664";"Артур";"23";"62366911";"2015";"июль";
"665";"Станислав";"21";"62366912";"2015";"июль";
"666";"Савва";"21";"62366913";"2015";"июль";
"667";"Адам";"19";"62366914";"2015";"июль";
"668";"Даниэль";"19";"62366915";"2015";"июль";
"669";"Умар";"18";"62366916";"2015";"июль";
"670";"Артем";"18";"62366917";"2015";"июль";
"671";"Мирослав";"17";"62366918";"2015";"июль";
"672";"Святослав";"17";"62366919";"2015";"июль";
"673";"Али";"16";"62366921";"2015";"июль";
"674";"Лука";"15";"62366922";"2015";"июль";
"675";"Роберт";"15";"62366923";"2015";"июль";
"676";"Серафим";"15";"62366924";"2015";"июль";
"677";"Мухаммад";"15";"62366925";"2015";"июль";
"678";"Демид";"15";"62366926";"2015";"июль";
"679";"Гордей";"15";"62366927";"2015";"июль";
"680";"Рамзан";"14";"62366928";"2015";"июль";
"681";"Эмиль";"14";"62366929";"2015";"июль";
"682";"Борис";"13";"62366930";"2015";"июль";
"683";"Эмин";"10";"62366931";"2015";"июль";
"684";"Ян";"10";"62366932";"2015";"июль";
"685";"Демьян";"10";"62366933";"2015";"июль";
"686";"Родион";"10";"62366934";"2015";"июль";
"687";"Ибрагим";"10";"62366935";"2015";"июль";
"688";"Яков";"9";"62366936";"2015";"июль";
"689";"Алан";"9";"62366937";"2015";"июль";
"690";"Петр";"9";"62366938";"2015";"июль";
"691";"Марсель";"8";"62366939";"2015";"июль";
"692";"Тамерлан";"8";"62366940";"2015";"июль";
"693";"Мухаммед";"8";"62366941";"2015";"июль";
"694";"Камиль";"8";"62366942";"2015";"июль";
"695";"Данил";"8";"62366944";"2015";"июль";
"696";"Алихан";"7";"62366945";"2015";"июль";
"697";"Ростислав";"7";"62366946";"2015";"июль";
"698";"Самир";"7";"62366947";"2015";"июль";
"699";"Леон";"7";"62366948";"2015";"июль";
"700";"Анатолий";"7";"62366949";"2015";"июль";
"701";"Александр";"285";"62366950";"2015";"август";
"702";"Максим";"274";"62366951";"2015";"август";
"703";"Иван";"246";"62366952";"2015";"август";
"704";"Артём";"239";"62366953";"2015";"август";
"705";"Михаил";"231";"62366954";"2015";"август";
"706";"Дмитрий";"204";"62366955";"2015";"август";
"707";"Илья";"202";"62366956";"2015";"август";
"708";"Даниил";"192";"62366957";"2015";"август";
"709";"Андрей";"153";"62366958";"2015";"август";
"710";"Кирилл";"143";"62366959";"2015";"август";
"711";"Лев";"136";"62366960";"2015";"август";
"712";"Матвей";"135";"62366961";"2015";"август";
"713";"Алексей";"131";"62366962";"2015";"август";
"714";"Егор";"128";"62366963";"2015";"август";
"715";"Владимир";"118";"62366964";"2015";"август";
"716";"Марк";"113";"62366965";"2015";"август";
"717";"Фёдор";"111";"62366966";"2015";"август";
"718";"Ярослав";"111";"62366967";"2015";"август";
"719";"Роман";"103";"62366968";"2015";"август";
"720";"Никита";"94";"62366969";"2015";"август";
"721";"Сергей";"89";"62366970";"2015";"август";
"722";"Константин";"87";"62366971";"2015";"август";
"723";"Степан";"85";"62366972";"2015";"август";
"724";"Тимофей";"76";"62366973";"2015";"август";
"725";"Глеб";"72";"62366974";"2015";"август";
"726";"Владислав";"68";"62366975";"2015";"август";
"727";"Георгий";"67";"62366976";"2015";"август";
"728";"Павел";"65";"62366977";"2015";"август";
"729";"Тимур";"64";"62366978";"2015";"август";
"730";"Макар";"60";"62366979";"2015";"август";
"731";"Николай";"59";"62366980";"2015";"август";
"732";"Давид";"54";"62366981";"2015";"август";
"733";"Арсений";"51";"62366982";"2015";"август";
"734";"Денис";"51";"62366983";"2015";"август";
"735";"Платон";"50";"62366984";"2015";"август";
"736";"Артемий";"47";"62365937";"2015";"август";
"737";"Мирон";"47";"62365938";"2015";"август";
"738";"Семён";"46";"62365939";"2015";"август";
"739";"Григорий";"45";"62365940";"2015";"август";
"740";"Евгений";"43";"62365941";"2015";"август";
"741";"Леонид";"42";"62365942";"2015";"август";
"742";"Антон";"40";"62365943";"2015";"август";
"743";"Игорь";"36";"62365944";"2015";"август";
"744";"Пётр";"33";"62365945";"2015";"август";
"745";"Данила";"32";"62365946";"2015";"август";
"746";"Захар";"29";"62365947";"2015";"август";
"747";"Богдан";"28";"62365948";"2015";"август";
"748";"Даниэль";"27";"62365949";"2015";"август";
"749";"Руслан";"27";"62365950";"2015";"август";
"750";"Василий";"26";"62365951";"2015";"август";
"751";"Олег";"25";"62365952";"2015";"август";
"752";"Вадим";"24";"62365953";"2015";"август";
"753";"Виктор";"24";"62365954";"2015";"август";
"754";"Дамир";"24";"62365956";"2015";"август";
"755";"Тихон";"24";"62365957";"2015";"август";
"756";"Юрий";"23";"62365958";"2015";"август";
"757";"Демид";"22";"62365959";"2015";"август";
"758";"Герман";"21";"62365960";"2015";"август";
"759";"Амир";"20";"62365961";"2015";"август";
"760";"Савва";"20";"62365962";"2015";"август";
"761";"Савелий";"20";"62365963";"2015";"август";
"762";"Вячеслав";"19";"62365964";"2015";"август";
"763";"Елисей";"19";"62365965";"2015";"август";
"764";"Родион";"19";"62365966";"2015";"август";
"765";"Данил";"18";"62365967";"2015";"август";
"766";"Святослав";"18";"62365968";"2015";"август";
"767";"Роберт";"17";"62365969";"2015";"август";
"768";"Лука";"16";"62365970";"2015";"август";
"769";"Мухаммад";"16";"62365971";"2015";"август";
"770";"Станислав";"16";"62365972";"2015";"август";
"771";"Умар";"16";"62365973";"2015";"август";
"772";"Мирослав";"15";"62365974";"2015";"август";
"773";"Али";"14";"62365975";"2015";"август";
"774";"Артур";"14";"62365976";"2015";"август";
"775";"Всеволод";"14";"62365977";"2015";"август";
"776";"Серафим";"14";"62365978";"2015";"август";
"777";"Филипп";"14";"62365979";"2015";"август";
"778";"Артем";"13";"62365980";"2015";"август";
"779";"Адам";"13";"62365981";"2015";"август";
"780";"Анатолий";"12";"62365982";"2015";"август";
"781";"Борис";"12";"62365983";"2015";"август";
"782";"Демьян";"12";"62365984";"2015";"август";
